Number of hit	Text ID	Concordance line
11	5145360	", and that/IN whatever happens , you should n't flinch at all because there 's a razor sharp blade cutting into your eardrum and flinching might cause anything from the complete removal of your eardrum or the insertion of the razor sharp blade far deeper into your ear . If <<< he/she >>> offers to strap you in place , take him/her up on the offer . The feeling of the tiny little razor sharp blade cutting into my eardrum was the single most painful thing I have ever experienced . I should , perhaps , add the caveat that/IN I have never"
12	5136716	"pointed out last year , Majority Leader Harry Reid 's office has studied the issue and concluded that/IN a filibustering senator "" can be forced to sit on the Senate floor to keep us from voting on that legislation for a finite period of time according to existing rules but <<< he/she >>> ca n't be forced to keep talking for an indefinite period of time . "" And only one Republican at a time would it seems , could all go on vacation while a lone member of the minority sat there "" filibustering "" quietly . The result is a culture"
13	5121417	"of us find that/IN as blindingly obvious as some others can , a true testament to how ignorant humans are as a whole . Congrats Brian , it takes some courage to post this stuff at this particular moment . I think that/IN a person should be remembered for what <<< he/she >>> has accomplished in life , no matter if good or bad and that includes his/her mistakes ( or what others perceive as such ) . I do n't know if Jobs ' attitude towards western medicine assuming it was , at least partly , the case ) but still it"
14	5170896	"that/IN you two meet again , but everytime you are on the verge of getting together he/she apologizes and tells you that something came up in the last minute , that someone is not into you ! The reason he/she does nt refuse another date from the start is because <<< he/she >>> does nt know how to tell you that . But they wouldnt date you again for shore ! 5 . Does nt introduce you to her/his close friends If someone does nt introduce you to their close frineds is because of two reasons : you are not that important for"
15	5134970	"contributors who can be found . Not a bad trade if it leads to a second term . Ethics appears nowhere in the calculus . As a UK-born citizent and also resident there I can remember when , in a UK parliamentary election , a candidate was limited in what <<< he/she >>> could spend on their campaign -- not to mention the compulsory deposit , then 150 ( forfeitable if a candidate did n't get at least 12.5% of the popular vote ) . The deposit was increased after a case where a large number of men doing their National Service used"
16	5159149	"well wake up and help save some poor blacks who look like you ... Big Mac and Alicia , Upsidedownboy is merely an angry insecure race baiting little man with a chip on his shoulder bigger than Dallas . If a white person disagrees with his odd nonsensical philosophy then <<< he/she >>> is a racist redneck and if a brother or sister dare to disagree with the self righteous upsidedownsteve then we are reduced to an uncle Tom or house Negro/Negress . Do not allow yourselves to be baited by such a pathetic petty punk . ab "" that is why i"
17	5200710	"receive imminent danger pay only for days they actually spend in hazardous areas . This change went in effect on February 1 , 2012 . A member of a uniformed service may be entitled to Hostile Fire and Imminent Danger which he/she was entitled to basic pay and in which <<< he/she >>> was : Subject to hostile fire or explosion of hostile mines ; On duty in an area in which he was in imminent danger of being exposed to hostile fire or explosion of hostile mines and in which , during the period he was on duty in that area ,"
18	5133738	"friend who lost everything in the storm . He/she seems so hopeless and dejected . What can I do ? A If you are concerned about your friend 's safety or the safety of those around him , you need to seek help IMMEDIATELY . Call 911 if you believe <<< he/she >>> has plans to hurt himself/herself or others . If you are worried but there is not an immediate in your local yellow pages . Many areas have a 211 or 311 phone number that lists local resources . You could also call 1-800-273-TALK , the National Suicide Prevention Hotline to"
19	5162948	" Candidate vote 3rd Party . The results will be clear : First , Obama WILL lose . Second , the Democratic Party will accept Lefties are serious and MUST be listened to . And third , we can all begin the search for a 2012 Candidate who steadfastly demonstrates <<< he/she >>> passionately believe and fight for the promises Obama made to us in ' 08 . This strategy is not a pipe dream . It was clearly substantiated , for starters by the ALL of the Polls during the HCR process ( that Obama ignored ) showing 70% of people believe
20	5206006	in my lifetime . I have been around for 71 years , and with this current campaign I believe I have seen , read , and heard every slanderous slop that is humanly possible . I do n't care for flip-floppers , I want someone that will stand by what <<< he/she >>> says regardless of the outcome . I also do n't care for anyone that evades questions/issues . Romney/Ryan fit that scenario . Exactly what is their agenda ? They do n't know themselves . As I said before , it will be a cold day in hell before I ever
21	5186597	to the interviewer when asked about failure in education , my age is 24 yrs I would like to ask one thing about this discussion ? ? ? What all questions can a candidate can ask the interviewer to know the state of his/her about him/her . In other words <<< he/she >>> is select or not . Second question , most of the interviewers never disclose the salary , in this situation what brackets for that particular position . In general candidate ca n't ask straight questions ? What all questions a candidate should ask to the interviewer ? ? ? I
22	5113272	Surprisingly , the honor of being Canada 's pirate king belonged to a certain Kanye West . I buy albums all the time . Ahem . But if one were inclined to not pay for music , which is one 's right , one should also not feel guilty if <<< he/she >>> a ) goes to concerts b ) buys a really good album c ) supports new and coming artists somehow along the line I HATE when people say the  either way , youre listening ( insert artist simply is not true . I download , buy , or listen"
23	5124908	"first half of the 17th century : he contrasts the poor person "" who has no other means of support than by his/her labor "" with the beggar : "" who not only is deprived of all recourse , but is moreover reduced to such a state of misery that/IN <<< he/she >>> is unable to make a living through work even if he/ she wants to , either because of being prevented due to suffering or illness or lack of employment , even if he/ she is a job was available . "" 16 In the levels of society in hierarchical """
24	5199567	"dreams . He starts to go crazy because this painting is describing his dream . He is the creator and the subject of the art at the same time . He starts to think that/IN maybe his whole existance is nothing more And that/IN maybe every character ever created believes <<< he/she >>> is alive . Of course , this is probably just a psychelically-influenced concept but Eyedea is always cool enough to distance himself from these things by saying "" Just a theory , I do n't know what it means . But that 's the story of the man who trained"
25	5146217	"the start screen is not the place . Then another important option is for the desktop taskbar to have an option to pin to start screen , like there is an option to pin to the taskbar , so then the user could have it on the start screen if <<< he/she >>> wanted it instantly accessible . Win 8 is a radical change for most users and these two simple changes could really help some people from just discounting all the the hard work you have done . This driver restarts every 30 seconds causing system to half-freeze times in the 30,000-100,000ms"
26	5142168	"ignorant comment you posted . So stupid ! ! It is far better to help out with such a worthy cause , unfortunately i also know people who have had to come to terms with cancer and other horrible diseases i have also overheard on the street garbage like ' <<< he/she >>> deserved it ' . what do you say to them besides help us find a cure While you were busy badmouthing on the internet i was doing a colon cancer test - 4 vials and 4 specimens by the way the last time i had to deal with a disease"
27	5180523	"attorneys also . And Rus , verbal degrading of those who disagree with your opinions does not elevate your opinions to a more valid status . Shame on you SPLC ! You should n't be able to influence a news channel to fire a journalist because you disagree with what <<< he/she >>> says . The manager at CNN who let you influence the station and news the public receives is the one that should be fired ! I have heard Dobbs apologize when he made an error in reporting , e.g. , the leprosey comments . However , in presenting people who"
28	5192777	"additional features , in order to expand the platform beyond its law school roots . H2O is a joint project of the Berkman Center for Internet &; Society and the Harvard Law School library . The Project Manager will be housed at the HLS Library and Innovation Lab team ; <<< he/she >>> will also work closely with the Berkman Center and current H2O teams . More info and job posting here . About Jonathan Zittrain Jonathan Zittrain is Professor of Law at Harvard Law School and co-founder of the Sackboy travels to the edge of space , finds it big Move over"
29	5208060	"bring this up . "" They should act more responsibly , THEN I will grant them autonomy , "" they tell me . But the opposite is actually true : how can young people act more responsibly when not given found that/IN as you place more trust on someone , <<< he/she >>> is more likely to behave the way you want them to . Bill Drayton , CEO and founder of Ashoka , was one of the first community leaders who had such a mindset shift . He did n't set out to "" use "" young people around him . He"
30	5174497	"the problem with that ? The future "" negative consequences "" are because of sexists who ca n't handle women 's bodies being seen in public . ok so i passed over all of the reading but i can say this for sure do n't take or send nude anything <<< he/she >>> wants to see show in person . he/she ca n't wait they most likly wo n't use your everlasting photo for anything good I have taken lots of pictures for a guy and I honestly think its perfectly fine and am totally comfortable doing it . Like I do n't"
31	5168260	"credibility and the problems are punctuated and all of Christianity gets tainted by it . For instance : TBN has given Earl Paulk a voice for over a decade and Jan Crouch has put her seal of approval on him . When a new kid comes on the block , <<< he/she >>> needs a seal of approval in order for the people to so-called prophetess Juanita Bynum . She was new to the landscape , but got into Earl Paulk ? s favor and he presented her as a prophet to his church at Chapel Hill . Then she got the attention"
32	5183948	"could be met here . The choices in your list do n't provide for a conclusion that/IN the proffered testimony would be excluded under Daubert . There is way additional information you have to provide : 1 ) Does the prosecutor in fact believe in Zimmerman 's guilt ? Does <<< he/she >>> want to convict him anyway ? 2 ) Is the jury of the mentality that/IN the Chewbacca defense would work ( implying a similar Chewbacca offense would work ) ? In other words , is the question about a just legal system , or about a lynch mob intent on"
33	5148423	"someone , anyone , on the phone I am so pissed off that/IN it all comes out . However , after a bit of spewing I usually calm down enough to apologize to him/her ( the person , not the company ) and lamely try to explain that/IN I understand <<< he/she >>> is n't responsible for my plight and express the hope they are getting combat pay for taking all this crap . Granted this analogy is full of holes , but it simply suggests that/IN because of their public face and relative ( relative , that is to corp . CEOS"
34	5149945	". There is also a long history of sports betting between mayors and governors when their respective teams are in championship competition ( World Series , Super Bowl , NBA ) and I do n't hear anyone calling this unethical or voting against the candidate in a subsequent election because <<< he/she >>> made such a bet . This was just a dumb column by Ms. Sulliavan Would n't this in fact lead to systematically conservative odds , assuming Silver were risk-averse ? He 'd tweak the odds to the other side which , while lowering his payout , would increase his chance"
35	5205793	"military matters so its no wonder that/IN he makes more novice mistakes than a private right out of boot camp . In fact , if I had to choose between the Private or Kristol I would pick the Private everytime . At least the Private knows a bit about what <<< he/she >>> is talking about . Personally , I am thinking of nicknaming him "" Backwards Bill "" myself . Why anyone would take any military advice from a fool like him ( or any other neocon for that matter ) is beyond me . Then again , look who listens to"
36	5132782	"rather have Daniels than another Bush , Romney , or Huckabee . SIConservative I understand the reaction of you and others and agree with you on life . In this case , though , anger/mockery is n't the right response . For fiftycaltx to be so angry about this , <<< he/she >>> has likely had an extremely personal encounter with the abortion , perhaps the of a victim . He/she needs to work through those issues and should seek help in doing so . Project Rachel would be a great place to start . aesthete Pence and Daniels both have stellar records"
37	5157049	"think a kid who survived the dust of Fallujah ( sp ? ) gives a damn enough to care whether a guy sitting in a cell or a suburb in Atlanta or in the Pentagon is more or less complicit for his/her situation ? If so , full credit because <<< he/she >>> will prove to be better than the society the people who the dropped rockets on and shot up his town represent . There are times when the royal "" we "" is appropriate and this is one of them . The USSR treated its Muslims and those of the Mideast"
38	5194395	"used to fake - silicone , overly perky boobs , bleached teeth , hairless crotch* , nipples covered by styrofoam bras - that/IN they have a weird aversion to the real , natural thing . Exactly . You can always identify someone who can not get laid by how phobic <<< he/she >>> is of the natural female body . They 've only seen it in Hustler and porn because they themselves are so perfect-looking that/IN no one would fuck them anyway . I have n't met many sex partners , if any , who care much that/IN my boobs are a size"
39	5186597	"Think of some good questions to ask back -- ask about the training opportunities that/IN they will give you , ask about the most and least enjoyable aspects of the position , ask what happened to the person whose job you will be taking -- was he/she promoted , did <<< he/she >>> leave ? Be positive but curious about the company , ask questions relating to the product or work that/IN you will be doing . Show are applying for . 11 . What kind of salary do you need ? I had a friend who recently did not answer this question"
40	5185134	"is one of those recipes for experienced bakers only . It 's not for everybody and not easy to pull off . Write from the point of view of someone of the opposite sex without being condescending , artificial writing an assignment for a creative writing class about the building <<< he/she >>> lives in as told from the point of view of the building . While you 're at it , write this story in her/his own handwriting style . ... and while your at that , imagine everything else and everyone else in the building through the imagination and the experience"
41	5145795	"offered one on one instruction . Here was the instructor 's marketing message . "" I guarantee your cost of CS5 Production Premium child will be swimming in six individual sessions or I will continue to cost of CS5 Production Premium teach your child , free of charge , until <<< he/she >>> is able to swim . It does n't matter who the child is or what their natural abilities are . I will get them swimming in six sessions . "" This was an extremely compelling message we could not ignore . Naturally , we looked into this cost of CS5"
42	5180896	"confirming all the information you gather in the interview with the candidate 's references . It will make a candidate think twice before lying to you . 3 . Ask questions only qualified people would know on your job application If your candidate is truly qualified for the job , <<< he/she >>> should be able to answer some basic questions about the line of work they 'll be doing . You can even weed them out even before they step in your office by asking job knowledge questions on the job application . you may ask : 1 . What in chocolate"
43	5196189	"rhythm of devotions . However , when these become any marks or successes of Christ , then He has been cut out . These are check-box activities nor are they areas to inspire guilt or inadequacy . The day so-and-so is thought to be a "" better Christian "" because <<< he/she >>> read the Bible 4 times a day is a day when one ought to re-evaluate who Jesus is . There are also evangelicals of the bare-boned 5pts . What they have in common here is they take crucial teachings from the New Testament , that they rightly focus , and"
44	5201937	"with how the extra weight bothers him , rather than what 's needed for your daughter 's recovery . That makes things very tricky for you , and VERY frustrating , to say the least . Could you ( without ex-h ) , go to see a counsellor who could <<< he/she >>> could give you some pointers on how to diplomatically get your ex to put his own hang-ups out of the way so as to help his daughter truly recover ? Such a fine line to tread , and yet SO VERY important for your daughter 's health . You must"
45	5120783	"issues . That person may be someone like a parish nurse or a promotora . These people are n't necessarily providing services but are providing awareness , education , and links to services . Ann : And in southwest Virginia , based on the person 's health care needs , <<< he/she >>> might be referred to community navigator Leigh Ann Bolinskey at the Mountain Laurel Cancer Support and Resource Center in Big Stone , patient navigator for southwest Virginia , here at UVA on any specific needs the person has , such as transportation or lodging . Nila : When the patient"
46	5129673	"a moment to think of the warrior who is right now in a far-away place putting his life on the line and who may be on the opposite side of your political or personal beliefs . It wo n't matter to him/her that/IN you disagree ... it only matters that/IN <<< he/she >>> is the one that stands between you and those who wish to silence you . Brandon protected your right to criticize him , and that says one helluva lot about him , and not so much about you .. BoydCrowder Your words speak very well for themselves . You are"
47	5171186	"stock and barrel . On the Patriot Act and domestic spying , again the President adopted the Bush administration 's positions and added some features even more extreme , more illegal , and more disrespectful of the innocent citizen 's right to be left alone and to rest assured that/IN <<< he/she >>> will not be the subject of arbitrary state policing powers similar to those of the secret police agencies in eastern Europe and Russia during the Soviet era . The President 's escalation of the Afghanistan War , his escalation of the use of drones and subsequently of the ongoing slaughter"
48	5192724	to regret the effects it has on your relationship . Did your H ever get counseling to help him deal with NOT bring a child into a relationship under false pretenses . That may cause your H to resent the child ; which is totally unfair to the child as <<< he/she >>> had nothing to do with your shenanigans ! ! Either you 're both on board or no baby yet ! ! ! ! Not good timing . He 's already stressed and under pressure being jobless and about to have surgery . Do n't add to his stress . Councelling
49	5168024	"do not see production conflicting with safety , as it is the duty of every employer to ensure that/IN their employee work safely , get the necessary safety awareness and enforce a good safety behaviour at the work place . And it is also the duty of every employee that/IN <<< he/she >>> works safely , because any injury sustained is bored majorly by the employee-this may be a permanent disability or even death . Employee should report any abnormalities they perceived that can cause any incident to the management and if this perception is true , management should take the pain to"
50	5164606	"beyond this network and open up discussions throughout the science blogosphere . So keep a lookout on here . In the meantime , click on the links Tom Hardy as Tarzan ? ? ? ? Um , yes please . I do n't know whose idea this was , but <<< he/she >>> needs a raise . Of course it ca n't be like Brendan Fraser 's Tarzan , it has to be more like Bane in a loincloth in order for it to work . While Harry Potter franchise screenwriter Steve Kloves is looking to adapt Rudyard Kipling 's The Jungle Book"
51	5134241	"a flip about skin color , taste in music or penchant for drinking cheap beer ( quick side note : nowhere in Shosh 's account does she mention that/IN her "" accuser "" is white ... would n't it be sad , and a bit ironic , to find out <<< he/she >>> was , let 's say , a little Vietnamese woman ? ) . No , really .... let me confirm .... I simply do not care WHO looks like WHAT and how they prefer to cut their hair . I lost my "" right "" to do that/IN when I"
52	5173573	"can live in a cardboard house but being orderly at the same time . This last says a lot of the applicant , as for matters of responsability . Many times you realize the importance that/IN people give to a credit or how much they desire it from the way <<< he/she >>> treats you . This data also lets you get to know how educated he/she is . I can assure you that/IN I have cried apart . I can even consider some of them my friends , because they help me and I help them . "" "" Alternative finances ?"
53	5126908	"developments in the has substantial culture , which is amazing for a country that is n't even 300 years old . Stating American in intellectually and culturally defunct is ridiculous and absurd . Mark November 1 , 2012 6:16 PM SK did n't say America did n't have culture , <<< he/she >>> said the culture is trashy ( which it is ) . Dan November 1 , 2012 4:56 PM Could the average Englishmen tell the difference between Johnson 's plays and Marlowe 's plays ? How many Spainards have read Cervantis ? What percentage of South Americans could properly define magical"
54	5111541	see what they tell you . SophieK 02 Jul 2012 8:44 AM Try this . No one will do it because there are people with too much power and too For any class 1 or 2 drug violation . The trainer ( frst violation ) is given 60 days and <<< he/she >>> MUST provide the name of the vet/vet clinic or individual who provided the drug . The person/vet providing the drug ca n't enter the grounds of a race track for 2 yrs ( including all partners in the clinic ) . If the trainer does not divulge his source he
55	5137313	this is what most researchers in this literature have been doing for the last 45 years the OECD they do the same with specific country data but look at post-tax post in-cash transfer income of individuals . This means that/IN the income of a person is not simply the income <<< he/she >>> earns in the market or the transfers he/she gets from government but is a share of all the income that flows to all members of his/her household divided equally among all household members including children to the .5 power ( square root of number of persons in household ) .
56	5123336	"but , i understand the desire to stop fighting . i wish for the best for our hero . 3 ) this poor person has been through hell . he/she will never live anything like a "" normal "" live . solitary destroys your mind . it is unlikely that/IN <<< he/she >>> will ever have a lasting relationship with anyone man or woman . taking my the paranoid hypothesis that/IN this story about transgender is a tactic , on the part of the enemies of humanity , and in light of his/her torture demonstrates how psychopathic THEY are . Unfortunately , this"
57	5160220	"a JOKE because most majority of HS graduated could not understand the basic math that is add , subtract , multiply and divide . They all use calculator and not knowing how to cases at the grocery store if the cashier accidentally open the draw without punching the amount then <<< he/she >>> can not know how to get change to the customer . Many of them could not even count the money to 100 dollars . How do American kids compete with other kids in others country . Also , the school do not teach our kids and do not know what"
58	5181822	"and sold that unit to Lenovo and shifted to services . This type of leadership vision is rare , it is always a risk , and there is the danger that/IN the new CEO actually implements what he or she knew something totally different but one that the CEO thinks <<< he/she >>> knows better even if the organization is not suited for that change - a criticism of say Nokia current CEO Stephen Elop or Hewlett-Packard 's Leo Apotheker . To see a new business opportunity in some other industry is far easier for a successful company than to discover the opportunity"
59	5118381	"her books are destined to be sold in the Dollar Stores in the bargain book bin ...... Share this : Like this : 8 thoughts on "" What Do You Read ? "" However , can you name me one politician who is not more interested in him/her self than <<< he/she >>> is in the country ? Struggling ? I bet you are -- so my point is ( as I 've asked before ) what is surprising about Palin 's I am currently busy with some 3D model drawing that/IN I am converting from ( wavefront ) *. obj to vertex"
60	5124908	"The vocabulary used to define beggars not only reveals the mindset of society , but is highly significant for describing its social history . The beggar is one who can not earn his/her own livelihood and is obliged to seek the assistance of others for survival . This signifies that/IN <<< he/she >>> has fallen into a world of poverty and can not rise out of it . That is why the normal recourse for existence is to be given over to begging . Jean-Pierre Camus is perhaps the one who again provides us with the most precise definition of the term beggar"
61	5141438	"builds the best roads , creates the most advanced technology in many arenas , designs the best cars , and provides many entreprenuerial opportunities , can fail in the spectrum of education . Yes , a Kenyan or Indian can solve complex algebraic problems in a jiffy , but does <<< he/she >>> have the expertise to manage businesses or create wealth as an American has done for ages ( and continues to do so for many years ) ? 2 ) Unions are only as good/bad as the ultimate management that oversees them . In this case , the blame/buck should stop"
62	5112358	"for those with Autism Spectrum Disorders the ability to communicate and develop social skills is impaired . Although addressing these concerns during early childhood leads to improved outcomes , the emphasis on functional communication can and should be addressed anytime a person is not able to appropriately ask for what <<< he/she >>> needs . At the QSAC Preschool our curriculum emphasizes just this approach . We use verbal behavior , the behavior analytic explanation of language ( Skinner , 1957 ) as our approach to assessment , program development and teaching . As early childhood educators we have made a commitment to"
63	5120890	"us , "" the boy 's mother said . As the family was making funeral arrangements , they were shocked to see the boy 's eyes open . They believe that being taken off Death is typically declared by checking to see if the patient has a pulse , if <<< he/she >>> 's breathing and if there are brain functions . If doctors and nurses do n't find any of these functions responsive , then the patient is presumed dead . It 's not clear which of these indicators led Today is the 35th Great American Smokeout Day , and there 's"
64	5204107	"members at the expense of the rest of the union membership . The second item is as insulting . Any sick days remaining in an employee 's sick days bank will be lost ( or more properly stolen , even the cash out allowance has been thrown overboard ) when <<< he/she >>> files for retirement . Again , those lucky enough to retire or have retired before July 12 , 2013 will not have to pay the price , for there is very little doubt that/IN the pension costs will be shifted to the CCC and all other individual state agencies as"
65	5169403	"obsolete . When someone says , "" I learned my lesson and I am never getting married again , "" that person is reacting to the KIND of marriage he/she had before and therefore making a decision about all forms of marriage . Or , when someone is asked if <<< he/she >>> will ever get married , one common answer is "" if I find the right person . "" That kind of answer shows another lack of awareness or lack of consciousness . It 's not just a question of the person but a question of what kind of relationship you"
66	5195713	"is taking place , suppose we ambush any right wing trash that is on the air at the same time . In other words , what if someone calls Glen Beck during his show , pretend to be tea bagger to get on , then quickly say the news before <<< he/she >>> is cut off ? What if droves of people jam the Fox News comments on line with the actual news . I have never been to those sites and I have never called right-wing radio/TV - but supposing we force out the news about the rallies , protests , etc"
67	5116455	"rape , finances , and psychological torture . The law on these should necessarily be different whether the marriage is a full marriage ( in which both parties know from share all aspects of the marriage in proportion by pooling resources in accordance with the principle from each party what <<< he/she >>> brings to the marriage and to each party the proceeds of the marriage that sustain the concept of family commitments in terms of duties and responsibilities ) or a free marriage in which each party retains his/her independence of action in sexual conduct and finance disposition in what is a"
68	5118135	"and depressing sound effects that go along with that word . It has the sound of finality , of doom . Run for your lives ! I recently participated in the US Open Taekwondo Hanmadang . I was in two board-breaking events , where each participant picks how many boards <<< he/she >>> will break , not knowing how many other competitors have chosen . I did not receive a medal . In fact , I did n't break a single reflect upon the nature of failure . Why do we fail ? Here are several basic reasons : Too ambitious . In"
69	5166737	"to my previous comment about my supposed opinion of Obama , which I did not give in that post . Since I did not mention , whatsoever , in my post , I found it rather interesting that/IN the claim was made that/IN I did . In other words , <<< he/she >>> was incorrect . Now , you are calling me a moron , yet you are doing the same idiotic thing -- I have not mentioned Obama in this thread with you or them . You said : "" So you say you have no opinion of Obama ? "" Please"
70	5186884	"for nothing . Did n't read your post , but will in the next day or so ... maybe I 'll have more to comment . Increase of rent may dependent on the mortgage interest the landowner has to pay the bank , since it 's perhaps variable , and <<< he/she >>> passes it on to you as someone who rents the space , or has to invest into renovation of the house , or he/she wants more gain as of profit . Price is result of a formula , as the link above illustrates ( rather simple one , but helps"
71	5166435	children and take appropriate measures to protect them from any accident or infections . Here is a brief summary of those important points that should be explained to every parent . 1 . Keep small objects out of your baby 's reach . 2 . Stay with your baby when <<< he/she >>> is eating or drinking . 3 . Make sure your baby 's cot and mattress are in good condition and that/IN the mattress fits the cot properly . 4 . Install at least one smoke alarm . 5 . Plan a way to escape a fire with your baby .
72	5184079	"wrestling with understanding God , it occurred to me that/IN a singular intelligence that knows everything that 's ever happened or will happen ( ie , fate ) while allowing for human free will is as close to knowing God 's true nature omnipotent , omnibenevolent god create evil because <<< he/she >>> wants to ? Or can evil only be created by an omnipotent god ? It could be that evil itself was woven into the fabric of Creation by God , but was only allowed to break through the tenuous seperation between itself and Paradise because of the Fall . After"
73	5187231	"that ( personal jurisdiction data ) did , ( at/on board -- location ) , on or about , without proper authority , knowingly ( communicate with ) ( correspond with ) ( hold intercourse with ) the enemy ( by writing and transmitting secretly through lines to one whom <<< he/she >>> , the accused , knew to be ( an officer of the words and figures substantially as follows , to wit : ( ) ( indirectly by publishing in , a newspaper published at , a communication in words and figures as follows , to wit : , which communication"
74	5161356	waited . It was awesome ! We will definitely do it again for baby number 2 . I agree it helped cut down on pre baby buying AND I also feel that/IN I was a little less connected pre birth because I did n't refer to the baby as a <<< he/she >>> . Good post . Glad you did it this way because I thought it was so fun ! I also found once we got past the 20 week ultrasound then it was n't think about it much . I also had a hard time picturing the baby because I did
75	5143030	"therefore reduce uncertainty . We 'll have that iPhone 5 vs Samsung Galaxy S3 -- When We 'll Be Able To Do That Thing ? by Mihai on September 29 , 2012 Every gadget enthusiast out there knows about the "" eternal "" battle between Apple and Samsung , whether <<< he/she >>> prefers Android , iOS , Windows Phone or BlackBerry . These two companies are the industry 's behemoths that are basically battling over the supremacy on the mobile market , and there are times when the fight does not always take place between their products , but in courtrooms and"
76	5109622	"right "" people with this analogy : I start or belong to a religion where being treated for burns condemns your soul to damnation . I have a child , who I love , and who loves me , and impart my belief system upon him/her to the degree where <<< he/she >>> has my exact same beliefs ( getting treatment for burns is against God ) . We agree that/IN if either of us should get burned , the other will not call emergency services for help . My child gets an extremely severe burn right in front of me , at"
77	5196405	"tax preparer that/IN your mother ( or mother-in-law ) died the previous year and set up a trust from which you and your spouse are now getting roughly $60,000 in tax return for the deceased noting the trust fund/estate that was set up . If the accountant did that/IN , <<< he/she >>> should have realized there would be investment income and included that/IN in some tax return , either the fund 's or whoever was managing the fund . Prudence Little died in May 2010 , would it really take that/IN long for the Ryans to take "" ownership "" of the"
78	5197922	"What does "" first generation "" imply ? First generation of what ? Is n't it "" first generation American "" ? If so , someone who immigrated and was naturalized to be an American citizen is the first to be the American in the family , in which case <<< he/she >>> is the "" first generation . "" Also , if the first-born is first generation , in speaking of "" generations "" in an American family , what do you call the ones who immigrated here ? the "" generations "" in the family , are n't they ? Or"
