
Number of hit	Text ID	Concordance line
20	5250289	. " , I replied with a reassuring tone . # I can already tell that/IN Troj4n was panicking behind me as he was walking back towards my side . The Sixer eventually let us through and we went the player must remove any of his/her mask to identify if <<< he/she >>> is a part of a clan that helps the rebellion . Troj4n removed his helmet as we reached the bottom of the stairs , his avatar had light brown eyes and had a scar on his left eye going down to his cheek and his hair was also a bit
21	1000044	diploma . I was going to get Gwen , the art teacher and my significant other , to draw the child in a way that evoked the development of reason through natural selection . Each student would have his/her name markered onto the left-hand column , and with each book <<< he/she >>> read over the course of the year a promotion in evolutionary rank would be awarded by me . I was very excited about this and could n't wait to get my hands on some construction paper . And then , in an exuberant aside in the break room , me
22	4162878	of eyes , nose , lips , jaw line , brows , and cheeks is -- at least for Jason -- overwhelming . His mom and dad used to say , to his acute teenage embarrassment , that/IN each of them decided , on their first real date , that <<< he/she >>> 's the one . Jason has never really bought into the concept of one-tude . Relationships , he figures , grow over time and love is always a work-in-progress . But if he could muster a coherent thought at this moment -- this magic moment , as the old Drifters
23	1014220	Wilyam suspected that/IN Robertyne had actually ceased to exist some time before , and he was really speaking directly to the inexplicable presence that seemed to animate the quantum foam . The image of Robertyne displayed a very human smile , though even when Robertyne had been unquestionably posthuman , <<< he/she >>> had never been easy to understand or to trust . " Have you matter from the macroplace you call Asia now exists in a frozen state without flaw . " Wilyam frowned as the implant linking him to the bare edges of the foam glittered with possible outcomes . He
24	4162967	had a pile of i ) CDs ii ) cassette tapes from which they could dredge up the album in question , digging through frantically with one hand and intermittently ignoring the road even though she volunteered to help , the entire way from Portland to Freeport , as if <<< he/she >>> needed that music like an EpiPen stab and might just go into cardiac arrest if he/she did n't get it . 96 WESTERN HUMANITIES REVIEW Theories : why women picked her up : 1 ) They felt badly for her . 2 ) If the roles were reversed , that
25	1015956	these messages , especially the wistful , almost plaintive tone of the last one left me with a very uncomfortable feeling . I replied to all of these messages . I know this sounds silly , but please indulge me . What did your Martian friend/relative look like ? Did <<< he/she >>> have any special physical characteristics or medical problems ? What was his/her personality like ? Do you know what happened to him or her ? Does he/she still believe that/IN he/she is from Mars ? It took a week or two to compile the responses . Of the ten Martians
26	4161255	incident , I wondered who had attacked as all I could deduce at this point was the person was a magician who had the power to form a null shield , who favored a bow and arrow , and who might have an affinity with animals . Either that or <<< he/she >>> was really quiet and had masked his/her smell . # Unfortunately , pondering why I was attacked generated a longer list . As the official Liaison between the Commander of the Territory of Ixia and the Sitian Council , I 'd created at least a dozen political and criminal enemies
27	1015956	these messages . I know this sounds silly , but please indulge me . What did your Martian friend/relative look like ? Did he/she have any special physical characteristics or medical problems ? What was his/her personality like ? Do you know what happened to him or her ? Does <<< he/she >>> still believe that/IN he/she is from Mars ? It took a week or two to compile the responses . Of the ten Martians specifically mentioned , two had committed suicide . One was successful in business . Three refused to talk about Mars . Two were " cured . "
28	1010002	often are victimized ... but to stay in that victim mode , makes our perpetrator the winner . to stay the victim keeps us from growing , healing , learning . it says that/IN he/she is stronger than we are . that he/she deserves more than we do . that <<< he/she >>> is worth more than we are . that is simply not true . it is not true . what happened to us , was outside our control . we hold no guilt , shame or blame . it was done to us , not by us . sometimes , most
29	1034561	readers , and , above all , at romance writers ! Is n't the world a weird place ? I saw a man on Oprah who was admitting that/IN he 'd had sex with his daughter several times when she was a child . Nearly every actor/singer tells the world <<< he/she >>> has done every drug known and hurt or driven away most of the people in their lives . And how are all these people greeted ? With love , that 's how . With love and understanding and sympathy . But here I am and what do I do ?
